id	title	duration_seconds
Iiy-T74n3IU	1988 Pop Secret Microwave Popcorn Retro TV Commercial Ad	16.0
IsEzvo61ODE	1987 Audubon Ford Baton Rouge Red Mustang Convertible Retro TV Commercial Ad	30.0
Iy0Mw6jn-dA	Team Associated RC10 Vintage RC Car - More Run Footage & Detail Look	231.0
J-uKgYINh70	Dewalt work site radio charger DC011 demo	150.0
J209od-7Cxc	Adafruit GFX Library for Arduino — Draw Graphics on OLED + LCD Displays (SSD1306, Nokia 5110)	986.0
J2yTROb_QEw	Joe's Adventures Mafia 2 PC Game DLC 32 Greaseballs' Arena	408.0
JO0W-7Bv0O8	Mafia 2 - Fight and Kill scenes - Boom Boom Pow	720.0
JVJmyVBnbjg	Stone Guardian - Geocache - GC2QTVD - *SPOILER* - Petit Jean State Park, Arkansas	99.0
Jj2KOFw12Kc	How to connect multiple LCD displays to one Arduino	251.0
Jp-IlpC4UCQ	FelizNavidad	174.0
JueIJwmdSy0	1987 Budweiser Bud Light Space Age Retro TV Commercial	31.0
KEVrx2XxWXY	1987 The Atlantic Financial Retro TV Commercial Ad	31.0
KGq0pLmfQPQ	1987 Dailys Cocktail Mix Retro TV Commercial Ad	31.0
KLJZWQngg80	Digital Photography Without Memory Cards - Sony Floppy Disk Camera demo	228.0
KNt7JF_3veQ	1987 KFC Pink VW Beatle Retro TV Commercial Ad	31.0
KVq9FPZn4NI	How to Build a Programmable LED Jack-o-Lantern with the TI MSP-430 Launchpad + Energia IDE	1450.0
KYGK29j89dw	$15 Amazon Robot Chassis for Arduino	743.0
K_7Xxq4B2rg	TI Launchpad MSP430 installed directly on breadboard - Hello World	449.0
Kf9hLHPHz68	1987 Cringey Sharp Peeping Tom Retro TV Commercial Ad	31.0
KgqMOPErWjk	How do I use a Real Time Clock with Arduino? RTC 1307	629.0
KidBQaoNjPY	How to build an Arduino Lite Brite Clock - Testing and Frying LEDs	193.0
Kus2liJqhcE	#2 - Arduino Blink Sketch - Elegoo Starter Kit	303.0
L-fHnu90cR4	Brother AX 450 Electronic Typewriter Demo	150.0
L8wtfalQVRI	Jumpman Jr Junior - Commodore 64 C64 Longplay	606.0
LOBl0k_R7ZA	1987 Cadillac Style Retro TV Commercial Ad	17.0
L_eFFGPsCLo	1987 Louisiana Savings Bank Retro TV Commercial Ad	31.0
LfZnRHbjWmA	1987 "Not a fiber optic light a Bud Light" Retro TV Commercial Ad	16.0
LjeHJijTnA4	1987 Casio DP-1 Drum Pads Retro TV Commercial Ad	30.0
LrCpsCTQYQY	1987 Rolaids MLB Davey Johnson Retro TV Commercial Ad	15.0
LyBdAmMdqZs	1987 Loreal Preference Cybill Shepherd Retro TV Commercial Ad	30.0
M6Wu9C77nlQ	1987 Neese Chevrolet Baton Rouge Retro TV Commercial Ad	31.0
M9XBFomX7JI	How to Use a Nokia 5110 LCD with Arduino — $3 84x48 Display + Clock Demo	1689.0
MBJpMGrUeHU	1987 "Not a Grow Light, a BUD Light" Retro TV Commercial Ad	31.0
MFlw1KpV0vY	Epson Perfection V19 Scanner Comic Book Scan Speed Test and Review	211.0
MGILQphBFuA	Brother GX-6750 Electronic Typewriter Demo	136.0
MGXKmsrtAKo	Brother QL-710W Wireless Thermal Label Printer — Wi-Fi Setup + Print Demo	97.0
MHME6ELWCRM	Sideshow Collectibles Premium Format Modern Age Batman 1 4 scale	170.0
MIYdhgrvGxE	Stout's Point - Geocache- GCTY8T - *SPOILER* Petit Jean State Park, Arkansas	28.0
MLtX4e21o5I	Joe's Adventures Mafia 2 PC Game DLC 25 Charlie's Car HD	446.0
MMdO7feQACE	1987 The Backpacker Baton Rouge Retro TV Commercial Ad	31.0
MOrax5LezQU	Petit Jean State Park ParkCache GC1D45K *SPOILER* - Petit Jean State Park, Arkansas	78.0
MZEbt5t0Lm4	Very rainy day at EPCOT	51.0
McNkK1TIxW8	American Sign Museum - Cincinnati	217.0
Mk0qxtEu5qE	Mafia 2 Jimmy's Vendetta 12. Shubert Beverly Theft	188.0
Mt3J9HCa34A	How to Wire a DPDT Power Switch to an Arduino Robot (One Switch for Arduino + Motor Battery)	3078.0
Mvrv-wYTo2g	8 tabling .01/.02 NL at PokerStars 3/4	841.0
MyXho94wq9c	Joe's Adventures Mafia 2 PC Game DLC - 2. The Witness HD	426.0
MzEaWFCvSkA	Joe's Adventures - Mafia 2 PC Game DLC - 31. In the Shadows HD	401.0
N2Zc_FTrUn8	How to Use a DS3231 Real Time Clock with Arduino — I2C RTC + LCD Display Tutorial	1365.0
NASbN6c69vA	Arduino Lite Brite Clock Build — Wiring the Perfboard (100Ω Anode Resistors + 12 Connections)	1847.0
NB8Mv2kbkUA	1987 Maybelline Long Wearing Nail Plush Retro TV Commercial Ad	31.0
NIp6GBS81zQ	1987 Pontiac "We Build Excitement" Retro TV Commercial Ad	46.0
NNWKX-Qo64w	Marantz 2220B Stereo Demo	145.0
NQZ51VmJYCM	Wireless scanner scans to your cell phone - Brother ADS-1000W	150.0
NWpF2KLJwBY	1987 7-UP "Feels so good comin down" Retro TV Commercial Ad	31.0
NaEICMKAXIs	Free MSP-430 MCU samples from Texas Instruments - unboxing	273.0
Ng_y3xGRNSA	I asked Elon's "PHD-Level" Grok 4 a simple question. How did it do?	295.0
NxW6SaybVkQ	1987 Avis Rent A Car "Red Hot" Retro TV Commercial Ad	61.0
O-GB_H9FUYA	Marx Electric Train Set #4040 Vintage Demo	123.0
O0RN83Ev9Dc	1988 Chevy Corsica Retro TV Commercial Ad	30.0
O0mmPCMjR3I	1987 Jeep Cherokee Retro TV Commercial Ad	31.0
OFSk_TZUoow	How to easily cut electrical outlet holes in drywall using Blind Mark XT and a RotoZip-a review	293.0
OGlafQFzo_Y	Century Wings SR-71 Blackbird 1/72 Scale Diecast Model Aircraft Demo	230.0
OOGGtfQYBgs	1988 Astronaut Scott Carpenter Oldsmobile Cutlass Supreme Retro TV Commercial Ad	27.0
OPlfCRaiOPw	Oreo Cookie Photo Shoot - strobist setup	153.0
OUTTf8Y8aHo	1987 Just My Size Pantyhose Retro TV Commercial Ad	16.0
OY5FPT5I9Og	Rescue on Fractalus - Commodore 64	681.0
OYkhv-YcGok	Mafia 2 Jimmy's Vendetta - 7. Calling Card HD	399.0
OaCT-vHgbug	1987 Transamerica Retro TV Commercial Ad	31.0
OaUOli8nwfM	1987 Tylenol Retro TV Commercial Ad	15.0
OdoDnBaf34Y	Sunny Farms in Baton Rouge - Molly's 3rd birthday party	286.0
P4-o8RDM5Hc	American Airlines 1987 Retro TV Commercial	31.0
